track_id,attributeA,attributeB,attributeC
2411,A3,B2,C1
2412,A2,B2,C5
2413,A4,B2,C2
2414,A4,B5,C5
2415,A4,B4,C1
2416,A3,B4,C5
2417,A1,B2,C4
2418,A1,B1,C5
2419,A3,B2,C2
2420,A1,B3,C1
2421,A2,B1,C3
2422,A2,B3,C3
2423,A2,B1,C3
2424,A4,B4,C3
2425,A2,B4,C1
2426,A2,B2,C1
2427,A5,B1,C2
2428,A4,B2,C1
2429,A2,B5,C1
2430,A3,B2,C3
2431,A2,B4,C3
2432,A1,B1,C2
2433,A4,B2,C2
2434,A5,B2,C4
2435,A1,B1,C2
2436,A4,B4,C2
2437,A2,B5,C3
2438,A5,B1,C2
2439,A1,B5,C1
2440,A5,B2,C5
2441,A1,B2,C1
2442,A4,B5,C2
2443,A5,B3,C1
2444,A2,B1,C1
2445,A2,B3,C3
2446,A4,B1,C1
2447,A5,B1,C2
2448,A2,B1,C5
2449,A5,B2,C1
2450,A3,B2,C2
2451,A1,B4,C2
2452,A2,B5,C5
2453,A4,B5,C4
2454,A5,B4,C3
2455,A1,B1,C4
2456,A2,B5,C1
2457,A1,B3,C5
2458,A3,B3,C2
2459,A2,B5,C2
2460,A1,B5,C1
2461,A2,B4,C4
2462,A4,B3,C3
2463,A2,B1,C4
2464,A5,B1,C1
2465,A1,B2,C1
2466,A1,B1,C1
2467,A4,B5,C4
2468,A3,B4,C2
2469,A1,B5,C3
2470,A3,B1,C3
2471,A4,B1,C2
2472,A2,B3,C3
2473,A5,B2,C1
2474,A1,B4,C4
2475,A1,B5,C1
2476,A5,B5,C4
2477,A4,B5,C5
2478,A3,B4,C4
2479,A3,B5,C4
2480,A3,B2,C3
2481,A1,B2,C4
2482,A5,B5,C2
2483,A4,B3,C5
2484,A5,B2,C3
2485,A3,B4,C5
2486,A3,B4,C2
2487,A4,B4,C2
2488,A1,B1,C4
2489,A1,B4,C4
2490,A3,B4,C4
2491,A5,B1,C3
2492,A3,B4,C1
2493,A2,B5,C5
2494,A4,B4,C3
2495,A5,B3,C3
2496,A1,B1,C4
2497,A5,B4,C4
2498,A5,B5,C3
2499,A1,B1,C5
2500,A1,B2,C2
2501,A3,B5,C5
2502,A4,B5,C4
2503,A4,B4,C5
2504,A5,B1,C5
2505,A1,B3,C4
2506,A5,B2,C1
2507,A3,B4,C3
2508,A4,B5,C3
2509,A2,B1,C2
2510,A4,B4,C1
2511,A2,B5,C1
2512,A3,B2,C2
2513,A4,B2,C3
2514,A3,B4,C5
2515,A1,B1,C4
2516,A4,B5,C2
2517,A1,B4,C1
2518,A5,B3,C5
2519,A2,B2,C3
2520,A1,B5,C3
2521,A3,B3,C2
2522,A4,B2,C3
2523,A5,B5,C5
2524,A2,B4,C5
2525,A4,B3,C4
2526,A5,B4,C5
2527,A3,B4,C1
2528,A3,B3,C1
2529,A2,B3,C5
2530,A2,B5,C1
2531,A1,B3,C4
2532,A2,B3,C4
2533,A5,B1,C2
2534,A5,B4,C1
2535,A2,B3,C2
2536,A5,B1,C1
2537,A1,B1,C4
2538,A5,B4,C1
2539,A2,B4,C2
2540,A4,B2,C2
2541,A1,B1,C5
2542,A3,B1,C5
2543,A3,B2,C1
2544,A2,B4,C3
2545,A3,B2,C4
2546,A5,B5,C1
2547,A5,B1,C3
2548,A4,B2,C1
2549,A1,B2,C1
2550,A1,B5,C2
2551,A1,B3,C4
2552,A4,B1,C4
2553,A3,B5,C4
2554,A5,B1,C4
2555,A3,B5,C4
2556,A1,B3,C1
2557,A1,B1,C4
2558,A5,B4,C4
2559,A5,B3,C3
2560,A3,B4,C2
2561,A5,B1,C3
2562,A5,B1,C4
2563,A4,B1,C5
2564,A5,B3,C3
2565,A3,B5,C2
2566,A5,B1,C1
2567,A5,B3,C3
2568,A4,B4,C3
2569,A4,B2,C4
2570,A2,B3,C2
2571,A3,B5,C4
2572,A3,B5,C3
2573,A2,B4,C4
2574,A5,B2,C3
2575,A4,B5,C4
2576,A1,B1,C3
2577,A5,B5,C2
2578,A5,B4,C5
2579,A5,B5,C1
2580,A1,B4,C5
2581,A5,B5,C1
2582,A3,B2,C2
2583,A1,B3,C1
2584,A3,B1,C2
2585,A2,B1,C3
2586,A1,B3,C5
2587,A5,B4,C1
2588,A4,B4,C3
2589,A5,B1,C4
2590,A2,B5,C5
2591,A2,B1,C3
2592,A3,B2,C5
2593,A1,B3,C5
2594,A2,B3,C3
2595,A3,B2,C4
2596,A4,B5,C4
2597,A5,B3,C2
2598,A4,B3,C4
2599,A2,B5,C2
2600,A4,B1,C3
2601,A3,B3,C2
2602,A1,B2,C1
2603,A1,B5,C2
2604,A3,B3,C3
2605,A3,B5,C5
2606,A3,B3,C2
2607,A1,B2,C1
2608,A2,B1,C3
2609,A1,B1,C1
2610,A3,B3,C5
2611,A4,B4,C1
2612,A5,B1,C4
2613,A2,B3,C4
2614,A2,B1,C5
2615,A4,B3,C4
2616,A4,B2,C2
2617,A4,B5,C5
2618,A4,B5,C3
2619,A2,B4,C5
2620,A1,B1,C1
2621,A1,B4,C1
2622,A1,B3,C4
2623,A5,B3,C1
2624,A3,B5,C4
2625,A3,B1,C1
2626,A4,B5,C3
2627,A5,B2,C2
2628,A5,B4,C4
2629,A3,B4,C5
2630,A1,B5,C5
2631,A3,B4,C3
2632,A4,B5,C2
2633,A2,B5,C2
2634,A4,B4,C4
2635,A2,B3,C2
2636,A1,B5,C4
2637,A2,B2,C3
2638,A4,B5,C4
2639,A1,B1,C5
2640,A5,B1,C3
2641,A5,B2,C1
2642,A2,B4,C2
2643,A5,B2,C4
2644,A4,B4,C4
2645,A1,B2,C3
2646,A3,B1,C1
2647,A4,B1,C1
2648,A5,B3,C2
2649,A4,B4,C3
2650,A5,B2,C3
2651,A2,B2,C4
2652,A5,B4,C5
2653,A4,B4,C2
2654,A4,B3,C5
2655,A4,B5,C2
2656,A1,B2,C1
2657,A4,B5,C1
2658,A4,B4,C4
2659,A4,B1,C5
2660,A1,B5,C1
2661,A1,B2,C3
2662,A3,B1,C1
2663,A4,B2,C1
2664,A3,B2,C1
2665,A2,B5,C3
2666,A3,B4,C5
2667,A3,B5,C5
2668,A3,B4,C4
2669,A3,B1,C4
2670,A5,B2,C4
2671,A3,B4,C4
2672,A5,B5,C4
2673,A5,B1,C3
2674,A1,B4,C3
2675,A5,B4,C1
2676,A5,B3,C1
2677,A4,B4,C5
2678,A3,B1,C3
2679,A1,B1,C4
2680,A2,B5,C2
2681,A4,B2,C4
2682,A1,B4,C2
2683,A2,B5,C2
2684,A2,B3,C3
2685,A5,B4,C1
2686,A4,B3,C1
2687,A3,B3,C2
2688,A1,B2,C1
2689,A5,B3,C3
2690,A3,B1,C5
2691,A1,B1,C1
2692,A3,B3,C4
2693,A4,B5,C4
2694,A5,B5,C5
2695,A1,B5,C1
2696,A1,B3,C3
2697,A4,B1,C4
2698,A3,B2,C5
2699,A3,B1,C4
2700,A1,B5,C2
2701,A3,B4,C3
2702,A1,B2,C5
2703,A3,B4,C5
2704,A5,B1,C2
2705,A5,B2,C3
2706,A4,B1,C1
2707,A4,B2,C5
2708,A3,B3,C2
2709,A1,B5,C1
2710,A2,B1,C2
2711,A1,B5,C5
2712,A4,B4,C5
2713,A3,B4,C3
2714,A3,B4,C2
2715,A1,B5,C3
2716,A4,B1,C5
2717,A4,B2,C3
2718,A1,B3,C3
2719,A3,B2,C4
2720,A4,B3,C5
2721,A3,B1,C3
2722,A1,B3,C5
2723,A4,B5,C3
2724,A2,B2,C2
2725,A4,B3,C5
2726,A3,B2,C3
2727,A2,B1,C3
2728,A2,B3,C4
2729,A3,B4,C4
2730,A3,B3,C5
2731,A4,B1,C5
2732,A3,B1,C5
2733,A1,B2,C3
2734,A4,B2,C3
2735,A1,B2,C4
2736,A1,B3,C3
2737,A5,B5,C2
2738,A5,B2,C1
2739,A1,B3,C5
2740,A2,B2,C1
2741,A5,B1,C3
2742,A3,B3,C2
2743,A5,B2,C4
2744,A2,B4,C3
2745,A5,B1,C3
2746,A4,B4,C3
2747,A2,B1,C1
2748,A2,B4,C2
2749,A1,B2,C2
2750,A1,B3,C2
2751,A1,B3,C2
2752,A5,B3,C3
2753,A5,B5,C4
2754,A5,B5,C3
2755,A4,B4,C4
2756,A2,B5,C4
2757,A1,B1,C4
2758,A3,B1,C3
2759,A1,B2,C3
2760,A5,B1,C5
2761,A1,B3,C1
2762,A3,B1,C4
2763,A4,B5,C2
2764,A4,B1,C1
2765,A4,B1,C5
2766,A5,B3,C1
2767,A5,B5,C4
2768,A1,B4,C2
2769,A5,B5,C2
2770,A1,B3,C4
2771,A2,B2,C1
2772,A5,B2,C2
2773,A2,B3,C3
2774,A5,B5,C5
2775,A4,B3,C1
2776,A1,B4,C4
2777,A2,B2,C1
2778,A3,B3,C5
2779,A2,B3,C4
2780,A3,B2,C5
2781,A5,B1,C1
2782,A5,B3,C4
2783,A3,B2,C1
2784,A4,B2,C5
2785,A4,B2,C2
2786,A2,B5,C4
2787,A4,B2,C5
2788,A4,B3,C3
2789,A5,B2,C5
2790,A3,B1,C3
2791,A4,B1,C3
2792,A5,B5,C5
2793,A2,B2,C1
2794,A3,B5,C3
2795,A2,B2,C1
2796,A1,B4,C2
2797,A5,B2,C2
2798,A2,B2,C2
2799,A4,B5,C5
2800,A1,B1,C1
2801,A4,B5,C5
2802,A3,B3,C4
2803,A2,B4,C2
2804,A5,B4,C3
2805,A2,B2,C4
2806,A1,B3,C2
2807,A4,B3,C3
2808,A4,B2,C2
2809,A3,B5,C3
2810,A3,B5,C1
2811,A2,B2,C4
2812,A2,B1,C1
2813,A1,B4,C1
2814,A5,B1,C1
2815,A4,B2,C4
2816,A4,B1,C5
2817,A4,B5,C5
2818,A1,B2,C5
2819,A1,B3,C5
2820,A3,B3,C1
2821,A4,B1,C5
2822,A5,B5,C1
2823,A4,B4,C4
2824,A3,B4,C5
2825,A4,B1,C1
2826,A3,B3,C5
2827,A5,B3,C5
2828,A4,B2,C4
2829,A4,B2,C3
2830,A4,B1,C5
2831,A2,B4,C1
2832,A2,B3,C3
2833,A2,B2,C3
2834,A3,B3,C3
2835,A4,B4,C4
2836,A2,B4,C1
2837,A2,B2,C3
2838,A3,B2,C2
2839,A2,B1,C3
2840,A4,B3,C3
2841,A4,B1,C3
2842,A5,B2,C3
2843,A4,B4,C4
2844,A4,B2,C5
2845,A1,B1,C2
2846,A4,B5,C4
2847,A3,B1,C5
2848,A2,B4,C3
2849,A3,B4,C2
2850,A3,B5,C5
2851,A5,B3,C1
2852,A3,B2,C3
2853,A2,B3,C4
2854,A5,B2,C1
2855,A5,B4,C4
2856,A3,B2,C2
2857,A2,B5,C5
2858,A1,B1,C5
2859,A3,B5,C5
2860,A2,B4,C5
2861,A5,B4,C2
2862,A1,B5,C2
2863,A5,B1,C1
2864,A2,B2,C1
2865,A4,B3,C3
2866,A4,B2,C4
2867,A1,B1,C4
2868,A5,B4,C2
2869,A2,B2,C5
2870,A2,B4,C5
2871,A4,B4,C2
2872,A5,B4,C4
2873,A5,B2,C3
2874,A2,B1,C1
2875,A1,B3,C2
2876,A4,B3,C1
2877,A3,B3,C5
2878,A5,B1,C4
2879,A1,B5,C3
2880,A2,B1,C3
2881,A3,B5,C4
2882,A2,B5,C1
2883,A3,B3,C1
2884,A1,B2,C2
2885,A1,B5,C1
2886,A5,B5,C1
2887,A3,B5,C5
2888,A3,B1,C1
2889,A4,B1,C5
2890,A3,B5,C5
2891,A1,B5,C4
2892,A3,B5,C3
2893,A1,B3,C4
2894,A1,B5,C3
2895,A1,B2,C2
2896,A1,B2,C1
2897,A4,B1,C4
2898,A4,B2,C3
2899,A2,B1,C1
2900,A1,B1,C2
2901,A1,B2,C5
2902,A4,B3,C1
2903,A2,B5,C1
2904,A1,B1,C1
2905,A2,B3,C2
2906,A3,B3,C1
2907,A2,B1,C1
2908,A5,B1,C1
2909,A3,B3,C1
2910,A5,B1,C1
2911,A1,B2,C2
2912,A5,B5,C2
2913,A5,B4,C4
2914,A3,B5,C1
2915,A5,B2,C3
2916,A4,B2,C3
2917,A3,B1,C2
2918,A1,B5,C3
2919,A2,B1,C1
2920,A1,B3,C4
2921,A2,B3,C5
2922,A3,B4,C2
2923,A2,B5,C2
2924,A4,B3,C4
2925,A3,B1,C2
2926,A1,B4,C2
2927,A1,B4,C2
2928,A2,B1,C4
2929,A1,B2,C1
2930,A4,B3,C1
2931,A1,B3,C4
2932,A1,B3,C2
2933,A1,B2,C5
2934,A4,B1,C5
2935,A5,B4,C2
2936,A1,B3,C3
2937,A3,B2,C4
2938,A2,B4,C5
2939,A3,B4,C2
2940,A3,B3,C5
2941,A5,B5,C3
2942,A2,B4,C2
2943,A4,B1,C3
2944,A3,B3,C4
2945,A3,B3,C1
2946,A5,B3,C4
2947,A3,B1,C5
2948,A4,B1,C3
2949,A3,B1,C3
2950,A3,B3,C5
2951,A1,B3,C4
2952,A1,B5,C4
2953,A3,B2,C3
2954,A3,B5,C5
2955,A1,B3,C3
2956,A4,B3,C4
2957,A4,B5,C2
2958,A2,B4,C4
2959,A3,B5,C2
2960,A2,B3,C3
2961,A4,B4,C4
2962,A1,B4,C5
2963,A2,B4,C2
2964,A2,B1,C3
2965,A1,B1,C2
2966,A3,B2,C1
2967,A2,B4,C1
2968,A1,B3,C3
2969,A3,B5,C4
2970,A3,B3,C3
2971,A4,B3,C5
2972,A3,B4,C4
2973,A4,B5,C1
2974,A1,B5,C2
2975,A5,B2,C5
2976,A4,B4,C3
2977,A2,B1,C1
2978,A3,B5,C5
2979,A5,B2,C2
2980,A2,B1,C2
2981,A4,B2,C3
2982,A3,B3,C3
2983,A5,B3,C5
2984,A4,B1,C4
2985,A1,B5,C4
2986,A3,B4,C1
2987,A2,B4,C2
2988,A2,B4,C1
2989,A4,B3,C4
2990,A2,B1,C3
2991,A1,B3,C2
2992,A1,B3,C3
2993,A4,B5,C3
2994,A4,B5,C5
2995,A1,B5,C5
2996,A1,B5,C2
2997,A5,B3,C2
2998,A4,B3,C4
2999,A4,B3,C4
3000,A4,B2,C4
3001,A3,B5,C5
3002,A2,B5,C1
3003,A2,B1,C4
3004,A4,B5,C2
3005,A5,B4,C5
3006,A4,B4,C1
3007,A1,B5,C4
3008,A1,B1,C3
3009,A1,B3,C5
3010,A1,B3,C1
3011,A3,B2,C5
3012,A2,B5,C4
3013,A1,B5,C5
3014,A2,B4,C1
3015,A1,B2,C2
3016,A1,B2,C4
3017,A1,B2,C3
3018,A3,B1,C1
3019,A2,B2,C2
3020,A2,B4,C5
3021,A4,B3,C2
3022,A4,B5,C4
3023,A5,B3,C1
3024,A1,B1,C3
3025,A2,B5,C1
3026,A2,B1,C3
3027,A3,B2,C4
3028,A5,B5,C2
3029,A4,B1,C4
3030,A5,B2,C5
3031,A4,B3,C5
3032,A2,B3,C1
3033,A1,B5,C4
3034,A5,B4,C1
3035,A5,B2,C3
3036,A4,B2,C2
3037,A2,B3,C3
3038,A3,B4,C3
3039,A3,B5,C2
3040,A3,B3,C1
3041,A4,B3,C3
3042,A3,B3,C2
3043,A4,B5,C2
3044,A4,B2,C4
3045,A5,B2,C3
3046,A1,B1,C5
3047,A1,B2,C3
3048,A2,B4,C4
3049,A2,B4,C5
3050,A5,B4,C2
3051,A1,B2,C3
3052,A3,B1,C4
3053,A4,B2,C5
3054,A4,B5,C5
3055,A1,B5,C1
3056,A2,B1,C3
3057,A4,B2,C4
3058,A2,B1,C3
3059,A4,B2,C2
3060,A1,B1,C1
3061,A3,B3,C4
3062,A3,B5,C1
3063,A1,B1,C5
3064,A4,B3,C2
3065,A2,B2,C2
3066,A4,B3,C2
3067,A3,B3,C4
3068,A3,B1,C1
3069,A2,B5,C4
3070,A1,B1,C3
3071,A5,B5,C4
3072,A4,B5,C5
3073,A4,B2,C1
3074,A5,B1,C5
3075,A2,B4,C4
3076,A2,B5,C4
3077,A3,B1,C2
3078,A5,B1,C4
3079,A4,B1,C4
3080,A2,B1,C3
3081,A2,B2,C4
3082,A4,B5,C3
3083,A2,B4,C4
3084,A1,B3,C3
3085,A3,B4,C3
3086,A5,B3,C5
3087,A4,B3,C5
3088,A5,B1,C1
3089,A3,B5,C4
3090,A2,B4,C3
3091,A3,B3,C2
3092,A4,B3,C4
3093,A5,B1,C5
3094,A4,B3,C5
3095,A5,B5,C3
3096,A3,B1,C4
3097,A4,B2,C2
3098,A2,B5,C1
3099,A4,B4,C3
3100,A3,B2,C5
3101,A5,B5,C5
3102,A4,B3,C1
3103,A3,B4,C4
3104,A1,B5,C3
3105,A2,B4,C3
3106,A4,B2,C5
3107,A1,B4,C1
3108,A5,B4,C3
3109,A3,B1,C4
3110,A1,B5,C1
3111,A1,B4,C1
3112,A4,B4,C2
3113,A1,B2,C4
3114,A5,B1,C1
3115,A3,B4,C5
3116,A4,B4,C5
3117,A3,B5,C3
3118,A2,B1,C4
3119,A3,B3,C1
3120,A4,B2,C1
3121,A5,B5,C4
3122,A2,B4,C3
3123,A3,B5,C1
3124,A5,B3,C5
3125,A5,B1,C2
3126,A5,B3,C5
3127,A3,B5,C3
3128,A4,B3,C3
3129,A1,B4,C4
3130,A1,B5,C4
3131,A2,B4,C1
3132,A2,B5,C5
3133,A1,B5,C4
3134,A5,B4,C3
3135,A4,B5,C1
3136,A4,B1,C4
3137,A2,B1,C4
3138,A4,B4,C2
3139,A2,B4,C5
3140,A5,B2,C1
3141,A2,B3,C3
3142,A5,B4,C3
3143,A2,B1,C3
3144,A2,B3,C1
3145,A1,B2,C3
3146,A4,B3,C3
3147,A2,B3,C2
3148,A1,B5,C4
3149,A2,B5,C1
3150,A4,B1,C5
3151,A4,B4,C2
3152,A2,B2,C2
3153,A4,B4,C3
3154,A5,B4,C1
3155,A3,B3,C1
3156,A1,B2,C1
3157,A3,B4,C2
3158,A4,B3,C5
3159,A3,B5,C4
3160,A1,B5,C5
3161,A5,B3,C1
3162,A5,B5,C3
3163,A3,B2,C4
3164,A1,B1,C4
3165,A2,B3,C5
3166,A5,B4,C1
3167,A4,B3,C1
3168,A4,B5,C3
3169,A4,B1,C5
3170,A2,B3,C3
3171,A5,B1,C1
3172,A2,B3,C1
3173,A1,B1,C4
3174,A2,B4,C2
3175,A4,B5,C5
3176,A4,B2,C4
3177,A3,B3,C3
3178,A5,B2,C2
3179,A5,B5,C2
3180,A3,B2,C1
3181,A4,B1,C3
3182,A2,B1,C5
3183,A2,B3,C3
3184,A2,B4,C5
3185,A1,B1,C4
3186,A5,B1,C2
3187,A5,B2,C1
3188,A4,B3,C4
3189,A2,B5,C5
3190,A1,B4,C2
3191,A2,B2,C3
3192,A4,B2,C5
3193,A5,B3,C5
3194,A4,B2,C1
3195,A2,B3,C2
3196,A1,B5,C3
3197,A5,B5,C5
3198,A4,B4,C5
3199,A4,B2,C4
3200,A2,B4,C4
3201,A2,B2,C5
3202,A2,B5,C2
3203,A3,B3,C1
3204,A4,B5,C2
3205,A3,B4,C3
3206,A5,B2,C5
3207,A4,B2,C4
3208,A4,B3,C4
3209,A3,B2,C5
3210,A3,B1,C2
3211,A4,B3,C1
3212,A1,B4,C5
3213,A3,B2,C4
3214,A2,B3,C1
3215,A1,B3,C4
3216,A2,B4,C1
3217,A2,B1,C2
3218,A1,B5,C3
3219,A3,B1,C1
3220,A1,B1,C1
3221,A5,B4,C5
3222,A1,B4,C5
3223,A1,B1,C1
3224,A1,B5,C1
3225,A3,B2,C3
3226,A4,B1,C3
3227,A2,B1,C2
3228,A5,B4,C4
3229,A1,B1,C4
3230,A1,B3,C1
3231,A1,B3,C1
3232,A1,B3,C4
3233,A1,B5,C2
3234,A4,B3,C5
3235,A3,B1,C3
3236,A3,B3,C5
3237,A5,B4,C3
3238,A3,B2,C5
3239,A1,B5,C1
3240,A3,B2,C3
3241,A3,B1,C5
3242,A4,B1,C3
3243,A2,B2,C2
3244,A5,B5,C2
3245,A2,B5,C4
3246,A4,B4,C3
3247,A1,B3,C3
3248,A1,B5,C2
3249,A1,B4,C2
3250,A4,B4,C4
3251,A2,B4,C4
3252,A3,B4,C2
3253,A5,B3,C1
3254,A2,B4,C4
3255,A5,B1,C1
3256,A2,B4,C5
3257,A4,B5,C1
3258,A2,B3,C1
3259,A4,B5,C5
3260,A4,B1,C2
3261,A5,B1,C2
3262,A1,B2,C2
3263,A4,B1,C5
3264,A3,B1,C3
3265,A5,B4,C1
3266,A5,B3,C2
3267,A5,B2,C5
3268,A1,B2,C5
3269,A3,B1,C3
3270,A5,B3,C4
3271,A1,B1,C2
3272,A2,B1,C1
3273,A5,B2,C2
3274,A4,B5,C1
3275,A5,B2,C1
3276,A2,B4,C5
3277,A5,B1,C4
3278,A1,B1,C1
3279,A1,B2,C1
3280,A2,B5,C3
3281,A3,B3,C5
3282,A3,B1,C4
3283,A5,B1,C1
3284,A3,B1,C2
3285,A5,B3,C4
3286,A3,B3,C1
3287,A1,B4,C4
3288,A4,B4,C1
3289,A1,B1,C3
3290,A1,B5,C4
3291,A3,B1,C2
3292,A2,B5,C5
3293,A5,B4,C4
3294,A4,B1,C2
3295,A5,B4,C3
3296,A4,B5,C2
3297,A5,B2,C4
3298,A2,B1,C5
3299,A1,B2,C2
3300,A4,B4,C3
3301,A5,B5,C2
3302,A2,B3,C1
3303,A5,B2,C1
3304,A3,B3,C3
3305,A1,B3,C1
3306,A5,B1,C3
3307,A2,B3,C3
3308,A4,B5,C3
3309,A5,B1,C3
3310,A4,B1,C1
3311,A2,B1,C3
3312,A4,B3,C5
3313,A4,B2,C4
3314,A5,B1,C5
3315,A1,B5,C2
3316,A5,B5,C4
3317,A1,B1,C4
3318,A4,B5,C3
3319,A3,B2,C2
3320,A4,B4,C4
3321,A1,B5,C4
3322,A4,B3,C4
3323,A5,B4,C4
3324,A5,B4,C5
3325,A2,B1,C3
3326,A2,B2,C1
3327,A3,B4,C1
3328,A5,B1,C5
3329,A5,B1,C2
3330,A4,B5,C4
3331,A5,B2,C5
3332,A1,B5,C2
3333,A4,B5,C5
3334,A5,B3,C5
3335,A2,B2,C1
3336,A1,B4,C4
3337,A5,B4,C2
3338,A2,B2,C2
3339,A2,B1,C5
3340,A4,B5,C1
3341,A2,B1,C5
3342,A2,B4,C1
3343,A1,B3,C1
3344,A1,B1,C2
3345,A3,B2,C5
3346,A5,B4,C1
3347,A5,B5,C1
3348,A1,B4,C2
3349,A3,B3,C4
3350,A4,B2,C1
3351,A1,B2,C2
3352,A1,B1,C2
3353,A2,B5,C3
3354,A3,B5,C3
3355,A4,B2,C1
3356,A4,B2,C4
3357,A2,B3,C5
3358,A2,B2,C2
3359,A1,B1,C3
3360,A4,B4,C2
3361,A4,B5,C2
3362,A2,B5,C3
3363,A2,B4,C2
3364,A1,B1,C1
3365,A4,B5,C1
3366,A1,B5,C5
3367,A2,B2,C3
3368,A1,B1,C4
3369,A5,B3,C4
3370,A5,B3,C5
3371,A4,B2,C3
3372,A2,B1,C2
3373,A1,B4,C4
3374,A2,B2,C3
3375,A2,B1,C5
3376,A5,B4,C3
3377,A2,B2,C5
3378,A4,B4,C2
3379,A5,B5,C5
3380,A5,B3,C1
3381,A3,B2,C5
3382,A3,B2,C5
3383,A4,B1,C1
3384,A2,B5,C4
3385,A4,B4,C2
3386,A2,B5,C2
3387,A4,B1,C5
3388,A4,B3,C5
3389,A1,B2,C5
3390,A1,B2,C5
3391,A5,B4,C4
3392,A5,B1,C2
3393,A5,B1,C3
3394,A5,B4,C4
3395,A3,B2,C4
3396,A1,B1,C4
3397,A3,B1,C1
3398,A4,B1,C3
3399,A2,B5,C3
3400,A5,B2,C3
3401,A3,B5,C5
3402,A5,B1,C5
3403,A5,B3,C5
3404,A4,B3,C4
3405,A1,B5,C5
3406,A5,B1,C5
3407,A2,B2,C3
3408,A2,B4,C2
3409,A5,B2,C3
3410,A3,B1,C3
3411,A1,B2,C3
3412,A3,B4,C5
3413,A4,B2,C1
3414,A2,B1,C3
3415,A5,B1,C1
3416,A4,B1,C2
3417,A2,B1,C4
3418,A4,B1,C5
3419,A4,B2,C3
3420,A2,B5,C3
3421,A3,B2,C4
3422,A5,B5,C2
3423,A1,B2,C3
3424,A5,B5,C3
3425,A3,B5,C5
3426,A3,B3,C3
3427,A1,B3,C2
3428,A4,B4,C2
3429,A4,B4,C4
3430,A1,B4,C3
3431,A1,B4,C2
3432,A1,B2,C1
3433,A1,B2,C3
3434,A4,B1,C1
3435,A4,B2,C2
3436,A1,B5,C3
3437,A2,B2,C2
3438,A4,B5,C3
3439,A4,B5,C4
3440,A3,B5,C5
3441,A3,B1,C2
3442,A2,B2,C3
3443,A4,B4,C5
3444,A4,B3,C5
3445,A1,B4,C1
3446,A5,B2,C4
3447,A4,B5,C5
3448,A3,B1,C4
3449,A2,B3,C5
3450,A2,B4,C5
3451,A3,B4,C4
3452,A5,B4,C4
3453,A1,B4,C3
3454,A2,B4,C2
3455,A4,B1,C5
3456,A1,B5,C3
3457,A4,B2,C5
3458,A2,B3,C5
3459,A4,B2,C1
3460,A5,B4,C5
3461,A5,B5,C3
3462,A4,B4,C4
3463,A2,B5,C4
3464,A3,B2,C3
3465,A5,B1,C5
3466,A1,B1,C5
3467,A4,B2,C2
3468,A3,B4,C2
3469,A3,B2,C5
3470,A2,B5,C1
3471,A3,B3,C5
3472,A2,B5,C3
3473,A3,B3,C2
3474,A2,B3,C3
3475,A2,B2,C3
3476,A4,B4,C2
3477,A4,B1,C1
3478,A1,B1,C2
3479,A5,B5,C5
3480,A3,B5,C1
3481,A4,B2,C1
3482,A5,B1,C5
3483,A2,B5,C1
3484,A2,B2,C5
3485,A1,B3,C4
3486,A1,B5,C1
3487,A2,B5,C2
3488,A5,B2,C5
3489,A2,B2,C5
3490,A4,B3,C4
3491,A5,B2,C1
3492,A1,B3,C2
3493,A3,B5,C5
3494,A1,B2,C3
3495,A4,B1,C2
3496,A2,B1,C2
3497,A5,B5,C3
3498,A5,B3,C1
3499,A5,B3,C3
3500,A4,B4,C4
3501,A5,B4,C1
3502,A3,B3,C1
3503,A5,B2,C3
3504,A1,B5,C5
3505,A5,B4,C2
3506,A2,B2,C4
3507,A4,B2,C5
3508,A3,B2,C2
3509,A5,B3,C4
3510,A2,B1,C3
3511,A2,B2,C2
3512,A2,B1,C2
3513,A4,B4,C5
3514,A2,B4,C3
3515,A4,B2,C1
3516,A3,B5,C2
3517,A1,B4,C2
3518,A3,B3,C2
3519,A3,B2,C2
3520,A4,B5,C2
3521,A5,B1,C4
3522,A3,B5,C3
3523,A5,B5,C2
3524,A3,B4,C2
3525,A2,B1,C4
3526,A5,B4,C1
3527,A2,B3,C2
3528,A2,B1,C1
3529,A2,B4,C5
3530,A1,B3,C3
3531,A1,B3,C2
3532,A2,B4,C3
3533,A5,B4,C5
3534,A5,B2,C4
3535,A2,B3,C4
3536,A4,B3,C2
3537,A4,B4,C2
3538,A5,B5,C2
3539,A5,B5,C4
3540,A4,B5,C4
3541,A2,B1,C3
3542,A2,B3,C3
3543,A2,B4,C2
3544,A1,B1,C1
3545,A2,B1,C1
3546,A3,B1,C5
3547,A1,B4,C2
3548,A1,B3,C4
3549,A5,B2,C1
3550,A1,B4,C3
3551,A4,B5,C1
3552,A2,B5,C2
3553,A5,B1,C2
3554,A3,B3,C5
3555,A2,B5,C2
3556,A2,B3,C1
3557,A4,B1,C4
3558,A5,B2,C1
3559,A4,B3,C3
3560,A2,B4,C3
3561,A5,B2,C5
3562,A3,B4,C2
3563,A5,B1,C3
3564,A2,B3,C4
3565,A2,B2,C4
3566,A3,B2,C2
3567,A3,B3,C1
3568,A5,B3,C5
3569,A4,B3,C5
3570,A1,B1,C4
3571,A1,B5,C2
3572,A4,B4,C3
3573,A5,B4,C1
3574,A3,B5,C5
3575,A5,B1,C2
